Source,Target,Type
413,430,undirected
413,643,undirected
415,984,undirected
416,483,undirected
416,693,undirected
417,657,undirected
420,472,undirected
420,597,undirected
421,431,undirected
421,848,undirected
422,482,undirected
422,911,undirected
423,612,undirected
425,648,undirected
426,892,undirected
427,853,undirected
427,943,undirected
428,432,undirected
428,620,undirected
430,671,undirected
431,437,undirected
432,569,undirected
433,942,undirected
434,740,undirected
435,667,undirected
435,785,undirected
436,798,undirected
438,951,undirected
440,801,undirected
441,457,undirected
441,514,undirected
441,714,undirected
442,691,undirected
442,972,undirected
444,613,undirected
444,761,undirected
445,813,undirected
447,689,undirected
449,914,undirected
453,900,undirected
454,489,undirected
455,570,undirected
455,862,undirected
458,640,undirected
459,479,undirected
459,778,undirected
460,918,undirected
461,636,undirected
461,751,undirected
461,828,undirected
461,993,undirected
462,558,undirected
463,688,undirected
463,867,undirected
465,523,undirected
466,471,undirected
466,899,undirected
467,975,undirected
469,950,undirected
470,581,undirected
470,920,undirected
472,896,undirected
474,726,undirected
475,755,undirected
475,771,undirected
476,701,undirected
477,507,undirected
477,658,undirected
478,669,undirected
481,611,undirected
481,814,undirected
481,851,undirected
482,590,undirected
483,952,undirected
484,588,undirected
485,796,undirected
486,723,undirected
491,522,undirected
493,661,undirected
493,708,undirected
493,831,undirected
495,758,undirected
497,769,undirected
498,617,undirected
499,847,undirected
501,844,undirected
502,748,undirected
503,608,undirected
503,991,undirected
505,534,undirected
507,568,undirected
508,671,undirected
510,578,undirected
510,891,undirected
511,978,undirected
514,925,undirected
515,756,undirected
516,736,undirected
517,598,undirected
517,743,undirected
517,773,undirected
518,579,undirected
520,682,undirected
522,528,undirected
522,549,undirected
524,954,undirected
525,545,undirected
526,732,undirected
528,604,undirected
528,967,undirected
531,993,undirected
532,801,undirected
533,725,undirected
534,889,undirected
535,705,undirected
535,827,undirected
535,830,undirected
535,917,undirected
536,709,undirected
536,849,undirected
537,763,undirected
537,903,undirected
539,633,undirected
541,847,undirected
541,874,undirected
541,903,undirected
541,919,undirected
542,760,undirected
543,640,undirected
543,812,undirected
546,639,undirected
546,656,undirected
547,810,undirected
548,590,undirected
558,910,undirected
562,662,undirected
564,885,undirected
564,913,undirected
566,794,undirected
570,872,undirected
573,886,undirected
574,817,undirected
575,942,undirected
577,815,undirected
577,823,undirected
577,860,undirected
578,843,undirected
579,784,undirected
580,640,undirected
583,668,undirected
583,734,undirected
584,840,undirected
584,988,undirected
585,622,undirected
585,730,undirected
587,778,undirected
589,638,undirected
591,856,undirected
592,626,undirected
595,907,undirected
596,747,undirected
597,619,undirected
598,632,undirected
598,995,undirected
598,999,undirected
603,884,undirected
605,610,undirected
609,693,undirected
610,672,undirected
610,926,undirected
611,618,undirected
612,647,undirected
614,621,undirected
614,728,undirected
622,788,undirected
625,853,undirected
625,954,undirected
625,959,undirected
626,646,undirected
626,737,undirected
628,727,undirected
631,782,undirected
632,651,undirected
632,953,undirected
639,816,undirected
644,783,undirected
646,973,undirected
649,697,undirected
652,989,undirected
654,909,undirected
661,706,undirected
664,819,undirected
665,858,undirected
669,856,undirected
671,803,undirected
673,695,undirected
674,839,undirected
675,933,undirected
677,747,undirected
677,951,undirected
678,977,undirected
679,741,undirected
682,944,undirected
685,795,undirected
687,789,undirected
690,981,undirected
706,731,undirected
710,854,undirected
710,968,undirected
712,843,undirected
717,946,undirected
724,987,undirected
727,825,undirected
736,791,undirected
740,818,undirected
746,871,undirected
755,845,undirected
755,897,undirected
757,914,undirected
763,779,undirected
764,775,undirected
767,781,undirected
768,836,undirected
772,930,undirected
773,908,undirected
781,922,undirected
783,795,undirected
785,885,undirected
789,906,undirected
790,869,undirected
790,985,undirected
792,881,undirected
800,904,undirected
800,986,undirected
811,986,undirected
820,932,undirected
833,930,undirected
839,865,undirected
867,938,undirected
868,931,undirected
870,898,undirected
878,913,undirected
878,983,undirected
902,927,undirected
920,980,undirected
925,927,undirected
937,965,undirected
938,988,undirected
938,994,undirected
943,964,undirected
